,Pesos,Condutância
2816,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.91 0.00
2817,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.97 0.00
2818,-14.08 -14.90 -14.11 -14.89,0.00 0.00 1.00 0.00
2819,-14.08 -14.90 -14.11 -14.89,0.00 0.00 1.00 0.00
2820,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.97 0.00
2821,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.94 0.00
2822,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.89 0.00
2823,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.84 0.00
2824,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.78 0.00
2825,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.73 0.00
2826,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.67 0.00
2827,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.61 0.00
2828,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.56 0.00
2829,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.51 0.00
2830,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.46 0.00
2831,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.42 0.00
2832,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.37 0.00
2833,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.34 0.00
2834,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.30 0.00
2835,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.27 0.00
2836,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.24 0.00
2837,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.21 0.00
2838,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.19 0.00
2839,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.17 0.00
2840,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.15 0.00
2841,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.13 0.00
2842,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.12 0.00
2843,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.10 0.00
2844,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.09 0.00
2845,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.08 0.00
2846,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.07 0.00
2847,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.06 0.00
2848,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.06 0.00
2849,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.05 0.00
2850,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.36 0.00
2851,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.62 0.00
2852,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.80 0.00
2853,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.91 0.00
2854,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.36 0.00
2855,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.62 0.00
2856,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.80 0.00
2857,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.91 0.00
2858,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.97 0.00
2859,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.36 0.00
2860,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.62 0.00
2861,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.80 0.00
2862,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.91 0.00
2863,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.97 0.00
2864,-14.08 -14.90 -14.11 -14.89,0.00 0.00 1.00 0.00
2865,-14.08 -14.90 -14.11 -14.89,0.00 0.00 1.00 0.00
2866,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.97 0.00
2867,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.94 0.00
2868,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.89 0.00
2869,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.84 0.00
2870,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.78 0.00
2871,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.73 0.00
2872,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.67 0.00
2873,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.61 0.00
2874,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.56 0.00
2875,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.51 0.00
2876,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.46 0.00
2877,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.42 0.00
2878,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.37 0.00
2879,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.34 0.00
2880,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.30 0.00
2881,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.27 0.00
2882,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.24 0.00
2883,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.21 0.00
2884,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.19 0.00
2885,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.17 0.00
2886,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.15 0.00
2887,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.13 0.00
2888,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.12 0.00
2889,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.10 0.00
2890,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.09 0.00
2891,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.08 0.00
2892,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.07 0.00
2893,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.06 0.00
2894,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.06 0.00
2895,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.05 0.00
2896,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.04 0.00
2897,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.04 0.00
2898,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.03 0.00
2899,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.36 0.00
2900,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.62 0.00
2901,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.80 0.00
2902,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.91 0.00
2903,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.97 0.00
2904,-14.08 -14.90 -14.11 -14.89,0.36 0.00 1.00 0.00
2905,-14.08 -14.90 -14.11 -14.89,0.62 0.00 1.00 0.00
2906,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.97 0.00
2907,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.94 0.00
2908,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.89 0.00
2909,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.84 0.00
2910,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.78 0.00
2911,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.73 0.00
2912,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.67 0.00
2913,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.61 0.00
2914,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.56 0.00
2915,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.51 0.00
2916,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.46 0.00
2917,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.42 0.00
2918,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.37 0.00
2919,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.34 0.00
2920,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.30 0.00
2921,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.27 0.00
2922,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.24 0.00
2923,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.21 0.00
2924,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.19 0.00
2925,-14.08 -14.90 -14.11 -14.89,1.00 0.00 0.17 0.00
2926,-14.08 -14.90 -14.11 -14.89,1.00 0.00 0.15 0.00
2927,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.13 0.00
2928,-14.08 -14.90 -14.11 -14.89,0.94 0.00 0.12 0.00
2929,-14.08 -14.90 -14.11 -14.89,0.89 0.00 0.10 0.00
2930,-14.08 -14.90 -14.11 -14.89,0.84 0.00 0.09 0.00
2931,-14.08 -14.90 -14.11 -14.89,0.78 0.00 0.08 0.00
2932,-14.08 -14.90 -14.11 -14.89,0.73 0.00 0.07 0.00
2933,-14.08 -14.90 -14.11 -14.89,0.67 0.00 0.06 0.00
2934,-14.08 -14.90 -14.11 -14.89,0.61 0.00 0.06 0.00
2935,-14.08 -14.90 -14.11 -14.89,0.56 0.00 0.05 0.00
2936,-14.08 -14.90 -14.11 -14.89,0.51 0.00 0.04 0.00
2937,-14.08 -14.90 -14.11 -14.89,0.46 0.00 0.04 0.00
2938,-14.08 -14.90 -14.11 -14.89,0.42 0.00 0.03 0.00
2939,-14.08 -14.90 -14.11 -14.89,0.37 0.00 0.03 0.00
2940,-14.08 -14.90 -14.11 -14.89,0.34 0.00 0.03 0.00
2941,-14.08 -14.90 -14.11 -14.89,0.30 0.00 0.02 0.00
2942,-14.08 -14.90 -14.11 -14.89,0.27 0.00 0.02 0.00
2943,-14.08 -14.90 -14.11 -14.89,0.24 0.00 0.02 0.00
2944,-14.08 -14.90 -14.11 -14.89,0.21 0.00 0.01 0.00
2945,-14.08 -14.90 -14.11 -14.89,0.19 0.00 0.01 0.00
2946,-14.08 -14.90 -14.11 -14.89,0.17 0.00 0.01 0.00
2947,-14.08 -14.90 -14.11 -14.89,0.15 0.00 0.01 0.00
2948,-14.08 -14.90 -14.11 -14.89,0.13 0.00 0.01 0.00
2949,-14.08 -14.90 -14.11 -14.89,0.12 0.00 0.01 0.00
2950,-14.08 -14.90 -14.11 -14.89,0.10 0.00 0.01 0.00
2951,-14.08 -14.90 -14.11 -14.89,0.09 0.00 0.01 0.00
2952,-14.08 -14.90 -14.11 -14.89,0.08 0.00 0.01 0.00
2953,-14.08 -14.90 -14.11 -14.89,0.07 0.00 0.00 0.00
2954,-14.08 -14.90 -14.11 -14.89,0.06 0.00 0.00 0.00
2955,-14.08 -14.90 -14.11 -14.89,0.06 0.00 0.00 0.00
2956,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.00
2957,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.00
2958,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.00
2959,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.00
2960,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.00
2961,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.00
2962,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.00
2963,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.00
2964,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.00
2965,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.00
2966,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.00
2967,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.00
2968,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.00
2969,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.00
2970,-14.08 -14.90 -14.11 -14.89,1.00 0.00 0.00 0.00
2971,-14.08 -14.90 -14.11 -14.89,1.00 0.00 0.00 0.00
2972,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.00
2973,-14.08 -14.90 -14.11 -14.89,0.94 0.00 0.00 0.00
2974,-14.08 -14.90 -14.11 -14.89,0.89 0.00 0.00 0.00
2975,-14.08 -14.90 -14.11 -14.89,0.84 0.00 0.00 0.00
2976,-14.08 -14.90 -14.11 -14.89,0.78 0.00 0.00 0.00
2977,-14.08 -14.90 -14.11 -14.89,0.73 0.00 0.00 0.00
2978,-14.08 -14.90 -14.11 -14.89,0.67 0.00 0.00 0.00
2979,-14.08 -14.90 -14.11 -14.89,0.61 0.00 0.00 0.00
2980,-14.08 -14.90 -14.11 -14.89,0.56 0.00 0.00 0.00
2981,-14.08 -14.90 -14.11 -14.89,0.51 0.00 0.00 0.00
2982,-14.08 -14.90 -14.11 -14.89,0.46 0.00 0.00 0.00
2983,-14.08 -14.90 -14.11 -14.89,0.42 0.00 0.00 0.00
2984,-14.08 -14.90 -14.11 -14.89,0.37 0.00 0.00 0.00
2985,-14.08 -14.90 -14.11 -14.89,0.34 0.00 0.00 0.00
2986,-14.08 -14.90 -14.11 -14.89,0.30 0.00 0.00 0.00
2987,-14.08 -14.90 -14.11 -14.89,0.27 0.00 0.00 0.00
2988,-14.08 -14.90 -14.11 -14.89,0.24 0.00 0.00 0.00
2989,-14.08 -14.90 -14.11 -14.89,0.21 0.00 0.00 0.00
2990,-14.08 -14.90 -14.11 -14.89,0.19 0.00 0.00 0.00
2991,-14.08 -14.90 -14.11 -14.89,0.17 0.00 0.00 0.00
2992,-14.08 -14.90 -14.11 -14.89,0.15 0.00 0.00 0.00
2993,-14.08 -14.90 -14.11 -14.89,0.13 0.00 0.00 0.00
2994,-14.08 -14.90 -14.11 -14.89,0.12 0.00 0.00 0.00
2995,-14.08 -14.90 -14.11 -14.89,0.10 0.00 0.00 0.00
2996,-14.08 -14.90 -14.11 -14.89,0.09 0.00 0.00 0.00
2997,-14.08 -14.90 -14.11 -14.89,0.08 0.00 0.00 0.00
2998,-14.08 -14.90 -14.11 -14.89,0.07 0.00 0.00 0.00
2999,-14.08 -14.90 -14.11 -14.89,0.06 0.00 0.00 0.00
3000,-14.08 -14.90 -14.11 -14.89,0.06 0.00 0.00 0.00
3001,-14.08 -14.90 -14.11 -14.89,0.05 0.00 0.00 0.00
3002,-14.08 -14.90 -14.11 -14.89,0.04 0.00 0.00 0.00
3003,-14.08 -14.90 -14.11 -14.89,0.04 0.00 0.00 0.00
3004,-14.08 -14.90 -14.11 -14.89,0.03 0.00 0.00 0.38
3005,-14.08 -14.90 -14.11 -14.89,0.03 0.00 0.00 0.64
3006,-14.08 -14.90 -14.11 -14.89,0.03 0.00 0.00 0.82
3007,-14.08 -14.90 -14.11 -14.89,0.02 0.00 0.00 0.92
3008,-14.08 -14.90 -14.11 -14.89,0.02 0.00 0.00 0.38
3009,-14.08 -14.90 -14.11 -14.89,0.02 0.00 0.00 0.64
3010,-14.08 -14.90 -14.11 -14.89,0.01 0.00 0.00 0.82
3011,-14.08 -14.90 -14.11 -14.89,0.01 0.00 0.00 0.92
3012,-14.08 -14.90 -14.11 -14.89,0.01 0.00 0.00 0.98
3013,-14.08 -14.90 -14.11 -14.89,0.01 0.00 0.00 0.38
3014,-14.08 -14.90 -14.11 -14.89,0.01 0.00 0.00 0.64
3015,-14.08 -14.90 -14.11 -14.89,0.01 0.00 0.00 0.82
3016,-14.08 -14.90 -14.11 -14.89,0.01 0.00 0.00 0.92
3017,-14.08 -14.90 -14.11 -14.89,0.01 0.00 0.00 0.98
3018,-14.08 -14.90 -14.11 -14.89,0.01 0.00 0.00 1.00
3019,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.99
3020,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.96
3021,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
3022,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.87
3023,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.81
3024,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.75
3025,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.69
3026,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.63
3027,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.58
3028,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.52
3029,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.47
3030,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.42
3031,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
3032,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.34
3033,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.30
3034,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.27
3035,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.24
3036,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.21
3037,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.19
3038,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.17
3039,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.15
3040,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.13
3041,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.11
3042,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.10
3043,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.09
3044,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.08
3045,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.07
3046,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.06
3047,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.05
3048,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.04
3049,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.04
3050,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
3051,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.64
3052,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.82
3053,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
3054,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
3055,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.64
3056,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.82
3057,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
3058,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.98
3059,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
3060,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.64
3061,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.82
3062,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
3063,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.98
3064,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 1.00
3065,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.99
3066,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.96
3067,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
3068,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.87
3069,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.81
3070,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.75
3071,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.69
3072,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.63
3073,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.58
3074,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.52
3075,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.47
3076,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.42
3077,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
3078,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.34
3079,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.30
3080,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.27
3081,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.24
3082,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.21
3083,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.19
3084,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.17
3085,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.15
3086,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.13
3087,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.11
3088,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.10
3089,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.09
3090,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.08
3091,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.07
3092,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.06
3093,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.05
3094,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.04
3095,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.04
3096,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.03
3097,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.03
3098,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.03
3099,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
3100,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.64
3101,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.82
3102,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
3103,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.98
3104,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 1.00
3105,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.99
3106,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.96
3107,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.92
3108,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.87
3109,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.81
3110,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.75
3111,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.69
3112,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.63
3113,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.58
3114,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.52
3115,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.47
3116,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.42
3117,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.38
3118,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.34
3119,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.30
3120,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.27
3121,-14.08 -14.90 -14.11 -14.89,1.00 0.00 0.00 0.24
3122,-14.08 -14.90 -14.11 -14.89,1.00 0.00 0.00 0.21
3123,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.19
3124,-14.08 -14.90 -14.11 -14.89,0.94 0.00 0.00 0.17
3125,-14.08 -14.90 -14.11 -14.89,0.89 0.00 0.00 0.15
3126,-14.08 -14.90 -14.11 -14.89,0.84 0.00 0.00 0.13
3127,-14.08 -14.90 -14.11 -14.89,0.78 0.00 0.00 0.11
3128,-14.08 -14.90 -14.11 -14.89,0.73 0.00 0.00 0.10
3129,-14.08 -14.90 -14.11 -14.89,0.67 0.00 0.00 0.09
3130,-14.08 -14.90 -14.11 -14.89,0.61 0.00 0.00 0.08
3131,-14.08 -14.90 -14.11 -14.89,0.56 0.00 0.00 0.07
3132,-14.08 -14.90 -14.11 -14.89,0.51 0.00 0.00 0.06
3133,-14.08 -14.90 -14.11 -14.89,0.46 0.00 0.00 0.05
3134,-14.08 -14.90 -14.11 -14.89,0.42 0.00 0.00 0.04
3135,-14.08 -14.90 -14.11 -14.89,0.37 0.00 0.00 0.04
3136,-14.08 -14.90 -14.11 -14.89,0.34 0.00 0.00 0.03
3137,-14.08 -14.90 -14.11 -14.89,0.30 0.00 0.00 0.03
3138,-14.08 -14.90 -14.11 -14.89,0.27 0.00 0.00 0.03
3139,-14.08 -14.90 -14.11 -14.89,0.24 0.00 0.00 0.02
3140,-14.08 -14.90 -14.11 -14.89,0.21 0.00 0.00 0.02
3141,-14.08 -14.90 -14.11 -14.89,0.19 0.00 0.00 0.02
3142,-14.08 -14.90 -14.11 -14.89,0.17 0.00 0.00 0.01
3143,-14.08 -14.90 -14.11 -14.89,0.15 0.00 0.00 0.01
3144,-14.08 -14.90 -14.11 -14.89,0.13 0.00 0.00 0.01
3145,-14.08 -14.90 -14.11 -14.89,0.12 0.00 0.00 0.01
3146,-14.08 -14.90 -14.11 -14.89,0.10 0.00 0.00 0.01
3147,-14.08 -14.90 -14.11 -14.89,0.09 0.00 0.00 0.01
3148,-14.08 -14.90 -14.11 -14.89,0.08 0.00 0.00 0.01
3149,-14.08 -14.90 -14.11 -14.89,0.07 0.00 0.00 0.01
3150,-14.08 -14.90 -14.11 -14.89,0.06 0.00 0.00 0.00
3151,-14.08 -14.90 -14.11 -14.89,0.06 0.00 0.00 0.00
3152,-14.08 -14.90 -14.11 -14.89,0.05 0.00 0.00 0.00
3153,-14.08 -14.90 -14.11 -14.89,0.04 0.00 0.00 0.00
3154,-14.08 -14.90 -14.11 -14.89,0.04 0.00 0.00 0.00
3155,-14.08 -14.90 -14.11 -14.89,0.03 0.00 0.00 0.00
3156,-14.08 -14.90 -14.11 -14.89,0.03 0.00 0.00 0.00
3157,-14.08 -14.90 -14.11 -14.89,0.03 0.00 0.00 0.00
3158,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.00
3159,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.00
3160,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.00
3161,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.00
3162,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.00
3163,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.00
3164,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.00
3165,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.00
3166,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.00
3167,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.00
3168,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.00
3169,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.00
3170,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.00
3171,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.00
3172,-14.08 -14.90 -14.11 -14.89,1.00 0.00 0.00 0.00
3173,-14.08 -14.90 -14.11 -14.89,1.00 0.00 0.00 0.00
