10,6
8,5
11,4
8,0
6,2
20,3
18,2
8,2
15,0
16,0
7,1
15,3
14,4
10,5
14,0
13,1
13,1
9,1
11,2
14,0
17,0
13,2
11,5
9,5
8,3
11,0
11,2
16,1
15,0
14,0
14,0
4,1
6,1
12,6
9,5
13,2
